EXPLOITANT;NOM_LIGNE;COMPETENCE;ID_LIGNE;ACCESSIBLE;TYPE_VEH;TYPE_SERV;ORIGINE;DESTINATION;ETAT_LIGNE;geo_shape;geo_point_2d
KEOLIS;9 Phebus;STIF;P9-1;Oui;Midibus L 10.5 m;Bus ligne complémentaire;Gare de Garches-Marnes la Coquette;Le Chesnay Rocq. Moxouris;En service;"{""coordinates"": [[2.1861855200398126, 48.838324409970525], [2.186309786817241, 48.838330966651625], [2.1867139003373217, 48.83842295027997], [2.1867368313811784, 48.838478075358545], [2.1866400050140298, 48.838590001040124], [2.186577053272215, 48.83862148909891], [2.1864921363243695, 48.83861139243012], [2.1863636104530855, 48.8385880398508], [2.1858763273628754, 48.838502459052975], [2.1855094319364743, 48.838438020446425], [2.1851077044626277, 48.838401017238596], [2.1821415267792386, 48.83825752656042], [2.182083965365947, 48.838273044689444], [2.182076253028173, 48.83830511687096], [2.182112277384576, 48.83862030428927], [2.18218599358254, 48.83924843188227], [2.1822268303679526, 48.83951760642849], [2.1822215668703664, 48.8397821027674], [2.182172670138389, 48.83998245021439], [2.1817326559351415, 48.840986013841224], [2.1816600056282067, 48.84105000117294], [2.1808446465762032, 48.84128928341724], [2.1795549349897803, 48.84134588193894], [2.179426709632671, 48.84147588045462], [2.178136338852994, 48.842145207444496], [2.175315826962585, 48.84359281716732], [2.173076654834962, 48.84474812089177], [2.1691794713078623, 48.84677137542912], [2.169206946209552, 48.84685723255966], [2.169148201573527, 48.846923452820164], [2.1690036953037604, 48.84694148594481], [2.168917779433019, 48.84690281488049], [2.1688470454985693, 48.84681665797512], [2.1601333856331912, 48.846812897878024], [2.154868593653049, 48.846861477921486], [2.15270555078443, 48.8468461741817], [2.1526837837805703, 48.84463774550907], [2.1525257865285634, 48.844598552686286], [2.1524550814221493, 48.844512385900565], [2.152456474943301, 48.84442672911919], [2.152558187015912, 48.8443798583759], [2.1526884275442875, 48.84435222589973], [2.1527096096149823, 48.84216313285484], [2.1526632094486833, 48.84058273918588], [2.150970999456811, 48.840361330658055], [2.15027844647335, 48.84038496718495], [2.1490369024883, 48.84047132428154], [2.148314576269175, 48.840551848329774], [2.1473316240309006, 48.84069713985146], [2.145742772445697, 48.84085713309378], [2.145665250747413, 48.839428807134965], [2.1460336931675976, 48.83894409184122], [2.1462137292610413, 48.83851704510421], [2.146205392706488, 48.83814576494693], [2.146027320564425, 48.83757338269886], [2.145862810222473, 48.836923359302354], [2.1458795667566455, 48.83685920354597], [2.1459338674568964, 48.836827913247625], [2.1460938474099347, 48.83682586653121], [2.1467236626928967, 48.83686280401168], [2.1478857713194865, 48.836955805543155], [2.1492088327860044, 48.83704602508059], [2.1503427433482853, 48.83712294949238], [2.151716596965502, 48.83719935029137], [2.1521592292224803, 48.8372497655305], [2.152520461803009, 48.83728381448327], [2.1525930838214284, 48.83726048557461], [2.152593566435686, 48.837212800067014], [2.15245013164161, 48.83706975462638], [2.152466526061257, 48.837027365037166], [2.1527893091602492, 48.8368793292989], [2.1529085495349243, 48.836886394182976], [2.153064470291, 48.837052335901184], [2.1527938830259683, 48.83737076257372], [2.151272747511642, 48.837233497443634], [2.1502373301201585, 48.837166014853544], [2.1491138442655875, 48.837106189874646], [2.1478492719451636, 48.83703083563132], [2.146509939349595, 48.83691761264696], [2.146051347280276, 48.83691848568765], [2.145926403964042, 48.83687612543535], [2.1458088285558534, 48.83676746734993], [2.145897659454747, 48.83594702598465], [2.146358458127967, 48.83466064615081], [2.146648602566445, 48.833820905327634], [2.1462575689549594, 48.83315047070483], [2.1460702346282603, 48.83308278243891], [2.145114752811363, 48.83312571808554], [2.1440553729330443, 48.83337524373125], [2.142854396919474, 48.83383108904939], [2.1427273969731218, 48.83238707130386], [2.1422140187163246, 48.83075781730451], [2.1421004244510673, 48.83002715311904], [2.1423456281159, 48.82963081301544], [2.1434293599392036, 48.82865991909266], [2.144138593202214, 48.82830836681035], [2.1445207102274084, 48.827987645092385], [2.144676876095011, 48.8276570125462], [2.144486533463951, 48.82700873725047], [2.142839932865776, 48.82554553301955], [2.1411326638527477, 48.82472048978759], [2.1399504116944246, 48.82557454365652], [2.138126336925145, 48.82649860461438], [2.1377610052304616, 48.82656232049173], [2.13735950244849, 48.82653454241774], [2.1368807200624014, 48.82662231870955], [2.1337163845627662, 48.82882216261434], [2.1331474449643104, 48.82904197073172], [2.1311791758558516, 48.829558485041325], [2.1298569986594083, 48.8297479199388], [2.1289512523501704, 48.829824263180505], [2.1283370327189997, 48.829745142655256], [2.1277363477375197, 48.82960806187772], [2.1251266513568017, 48.828668385859494], [2.1235658733253366, 48.828167622149344], [2.1225381737640756, 48.82802738293088], [2.121734744404, 48.82799660288487], [2.1201145839444013, 48.82800957130202], [2.119167249487644, 48.82831776003127], [2.1173209034754663, 48.82883287158204], [2.1177137325811075, 48.82960916591135], [2.1176799069782364, 48.83012313050721], [2.1172922503015323, 48.830524590777635], [2.1168365711097157, 48.83096286939881], [2.1164699642025013, 48.83183929967395], [2.1167346849151647, 48.83254415133132]], ""type"": ""LineString""}";48.83677867424652, 2.1501623010303645
KEOLIS;9 Phebus;STIF;P9-2;Oui;Midibus L 10.5 m;Bus ligne complémentaire;Le Chesnay Rocq. Moxouris;Gare de Garches-Marnes la Coquette;En service;"{""coordinates"": [[2.1861855200398126, 48.838324409970525], [2.1860759258479443, 48.83834793562123], [2.1859369096918964, 48.838385539423584], [2.185816104194444, 48.83841111014974], [2.1855760277111274, 48.8383833259034], [2.1821125714308818, 48.83820120634818], [2.1810372053592797, 48.83815743785096], [2.1786670224693205, 48.838130860863366], [2.1785673492700237, 48.83813935890257], [2.178504722489705, 48.83817890613002], [2.178514176814205, 48.838259432298784], [2.1787735927577825, 48.83849679581983], [2.179521737382098, 48.83917536127626], [2.180034039193163, 48.83956791217445], [2.180770004566943, 48.84011000106348], [2.181176661205239, 48.84052419037508], [2.1816600056282067, 48.84105000117294], [2.1808446465762032, 48.84128928341724], [2.1795549349897803, 48.84134588193894], [2.179426709632671, 48.84147588045462], [2.178136338852994, 48.842145207444496], [2.175315826962585, 48.84359281716732], [2.173076654834962, 48.84474812089177], [2.1691794713078623, 48.84677137542912], [2.169206946209552, 48.84685723255966], [2.169148201573527, 48.846923452820164], [2.1690036953037604, 48.84694148594481], [2.168917779433019, 48.84690281488049], [2.1688470454985693, 48.84681665797512], [2.1601333856331912, 48.846812897878024], [2.154868593653049, 48.846861477921486], [2.1529226611307397, 48.84774425738752], [2.1528290047868293, 48.8477388354633], [2.1527286795568252, 48.84770005066232], [2.15270555078443, 48.8468461741817], [2.1526837837805703, 48.84463774550907], [2.1528113811819805, 48.844610123855105], [2.152888360319811, 48.844532142635366], [2.1528896370567945, 48.84445362429092], [2.1528095718862326, 48.8443888073995], [2.1526884275442875, 48.84435222589973], [2.1527096096149823, 48.84216313285484], [2.1526632094486833, 48.84058273918588], [2.150970999456811, 48.840361330658055], [2.15027844647335, 48.84038496718495], [2.1490369024883, 48.84047132428154], [2.148314576269175, 48.840551848329774], [2.1473316240309006, 48.84069713985146], [2.145742772445697, 48.84085713309378], [2.145665250747413, 48.839428807134965], [2.1460336931675976, 48.83894409184122], [2.1462137292610413, 48.83851704510421], [2.146205392706488, 48.83814576494693], [2.146027320564425, 48.83757338269886], [2.145855754848277, 48.83691899365838], [2.1464900044737654, 48.83692000123148], [2.1478500049543365, 48.837030001729055], [2.14923000557495, 48.83711000142947], [2.1503139643126867, 48.83716957324113], [2.151628232135032, 48.83726330907669], [2.1524967491994644, 48.83734490885296], [2.1527999053845375, 48.83736873216116], [2.153065731263373, 48.83705338182172], [2.1529114317693128, 48.83688434152007], [2.152795297758662, 48.83687937172723], [2.152469423824203, 48.83702427550532], [2.1524529788243982, 48.83706977480628], [2.1525982266670525, 48.83721594316082], [2.152591203355312, 48.837261508338884], [2.152518666977077, 48.837279655603936], [2.1517127137922483, 48.83720137064211], [2.147878430435158, 48.83695847387127], [2.1461969825761043, 48.83683036868606], [2.145210706436331, 48.83683161583221], [2.1439422556440912, 48.836801808371895], [2.1430834437391684, 48.836691985916744], [2.142854547375282, 48.83380413547635], [2.142739427242041, 48.83240167189476], [2.142201882383566, 48.83071418805183], [2.1421001670850592, 48.830025078176355], [2.1423707647744936, 48.82961233185673], [2.1434038442595664, 48.8286659564809], [2.144138063383658, 48.82832287740598], [2.144532876118046, 48.827993952339064], [2.1446643301180646, 48.827638261296364], [2.1444989713808886, 48.82699845894893], [2.1428892304413485, 48.825585281731314], [2.142879399217787, 48.82541933593499], [2.142642386958399, 48.823792054349035], [2.1409952256956757, 48.823896343095875], [2.139759122071895, 48.82344788388459], [2.1371198575278973, 48.82581747504348], [2.137016222411436, 48.82600748415675], [2.13703694773003, 48.826273034324906], [2.136893296714028, 48.826603748872145], [2.133703428673522, 48.828828289842065], [2.133210402954229, 48.82901547237443], [2.1325035698694492, 48.82921769015408], [2.1311663577477393, 48.82955631879588], [2.129869578562926, 48.829729350891334], [2.128963555399662, 48.82982227881091], [2.1284121391276054, 48.82974361708611], [2.127761071801785, 48.82961446245023], [2.1235897073093755, 48.82816572285834], [2.122436685841883, 48.82800797740621], [2.1201630233244204, 48.82800785467131], [2.117335371498262, 48.8288246850721], [2.1177242449345823, 48.829598877064946], [2.1177007687861504, 48.830104623828746], [2.1168574335675294, 48.83094436198195], [2.116490687903262, 48.83182908550627], [2.116730382852254, 48.832510944573784]], ""type"": ""LineString""}";48.83673714842729, 2.150787601750684
KEOLIS;10 Phebus;STIF;P10-2;Oui;Midibus C 9.5 m;Bus ligne complémentaire;Versailles Lycée Jules Ferry;Gare de Vaucresson;En service;"{""coordinates"": [[2.1530657649710903, 48.83705130808114], [2.152913002482379, 48.83688435264674], [2.152795297758662, 48.83687937172723], [2.152469423824203, 48.83702427550532], [2.1524482848972, 48.8370687045475], [2.152598277242022, 48.83721283344986], [2.1526643677517825, 48.83730142160248], [2.152717133745162, 48.83734015419967], [2.152810151016498, 48.83737350942419], [2.1539947570688907, 48.837477854875864], [2.1548197761258407, 48.83755116143742], [2.155214284645534, 48.83758783695559], [2.1555729089111626, 48.83762293568307], [2.1557475975513274, 48.83764003243779], [2.15593753706044, 48.83765270998961], [2.156017641364625, 48.83765978600832], [2.156090004945421, 48.83766000171438], [2.1561305740385297, 48.83761370446467], [2.1561330071393665, 48.837564760118134], [2.1561038671633637, 48.837524197358846], [2.1560296021739127, 48.837502256231105], [2.1558896548536635, 48.83736601019637], [2.155457458917798, 48.83642685391703], [2.155366071199356, 48.836193798568196], [2.155276792796816, 48.836008509016736], [2.155177114818377, 48.83584218226527], [2.1547723409221176, 48.83528439325529], [2.154483230256318, 48.83488542719814], [2.1543017775116122, 48.83460525172709], [2.154051270737626, 48.834138024135385], [2.1537562113989264, 48.83357339081106], [2.1535769426505316, 48.83324801623135], [2.1534698576629907, 48.8330502249447], [2.1532812424687515, 48.832679093795676], [2.153134725369628, 48.83251243396154], [2.1530047647922816, 48.83239158009314], [2.152773999075313, 48.83195304415573], [2.1527247660169757, 48.83165571642608], [2.152539837219657, 48.8313245884171], [2.152188959544776, 48.83069244871736], [2.1518654566224797, 48.83010619075351], [2.1517125913833404, 48.82973605608518], [2.1516333790658293, 48.82928812211724], [2.151613596641396, 48.82881701861278], [2.1515793285658007, 48.82808812844901], [2.1515344046016316, 48.82712833682848], [2.151510471244727, 48.826650333372505], [2.151483654949233, 48.826172310143896], [2.151438798028661, 48.825739847829304], [2.151379118340998, 48.82542462847318], [2.151314708590559, 48.82503839796229], [2.15119418795287, 48.82447213651172], [2.1510917095626825, 48.82399309923171], [2.15103138286785, 48.82358146665155], [2.1510646294733333, 48.823133375870384], [2.151210592674031, 48.822694795008395], [2.1514359775023024, 48.822132416317764], [2.1515004882672706, 48.82175593637843], [2.1514771799072197, 48.82128388456234], [2.1514185341183416, 48.8210401481574], [2.1513079166349973, 48.82075142450816], [2.151009778186847, 48.82024957889721], [2.15075856336288, 48.81974330603419], [2.150606381533072, 48.81935195971639], [2.150490738378005, 48.81892993790894], [2.150388491218803, 48.81840811207633], [2.150370802191132, 48.817901593937705], [2.1503617013818603, 48.81722189597918], [2.1504565895107066, 48.81617551623561], [2.1505323457489967, 48.81559541565995], [2.1506549604380703, 48.814969957218345], [2.150765360479433, 48.81438629400846], [2.150907154184421, 48.81364484275406], [2.1509779425306217, 48.81301520760474], [2.1510129357417345, 48.81245956450355], [2.150991368070088, 48.81201393561246], [2.150896428733307, 48.81169434410354], [2.1506870792546366, 48.81122933496317], [2.150523950280343, 48.81098068907407], [2.1503174679423633, 48.81073934905621], [2.149950005333312, 48.81046000162922], [2.148870005226421, 48.80989000136425], [2.148140415066979, 48.80951090211474], [2.146720004503764, 48.808710001771566], [2.1454000047446904, 48.80796000129938], [2.1415292483608206, 48.805821287907435], [2.141314839065895, 48.80571504084174], [2.141070514936232, 48.80567521029193], [2.135946316349994, 48.80531463102884], [2.1310901078094675, 48.80495274661642], [2.130745995507807, 48.80401369374743], [2.127518084861606, 48.79882051251769], [2.1246978988151994, 48.79459916360644], [2.1216456120016316, 48.79547813509012], [2.1212183688398785, 48.79486274078339]], ""type"": ""LineString""}";48.81415042490838, 2.143062603281974
KEOLIS;10 Phebus;STIF;P10-1;Oui;Midibus C 9.5 m;Bus ligne complémentaire;Gare de Vaucresson;Versailles Lycée Jules Ferry;En service;"{""coordinates"": [[2.1530641956151775, 48.8370512969661], [2.1528800210226415, 48.83727081181771], [2.1529132018727797, 48.837317339947816], [2.1539965162003254, 48.83741172036446], [2.154843322842877, 48.83748635640803], [2.155378337471922, 48.83753342290522], [2.155682999292617, 48.837562172742956], [2.155817794264764, 48.83755930022092], [2.1558400942228553, 48.83748862312398], [2.155522663714962, 48.836745010115095], [2.1554151364393737, 48.836440134802196], [2.155316989202179, 48.83622384746291], [2.155233384808373, 48.83601666107703], [2.155142786809955, 48.83585163329831], [2.1546796058605544, 48.835221367157786], [2.1544651861042907, 48.8349178771467], [2.1542645633810786, 48.83461948032424], [2.1541094594721284, 48.83431497987426], [2.154001622526768, 48.83413010004668], [2.1536842670927454, 48.833528835059084], [2.1534871227600405, 48.83321148045106], [2.153277047074757, 48.83285009247821], [2.1531686704802233, 48.832717061074625], [2.1530760645564007, 48.83262645474168], [2.1530511938817973, 48.83253257769052], [2.15310932921584, 48.832376115586136], [2.1529002809312914, 48.83196521811127], [2.1528293023466, 48.83187476473429], [2.1526643951435616, 48.83170868799178], [2.1524465615682384, 48.83133970433922], [2.1521001206921375, 48.83072873507214], [2.1518240585962434, 48.830223713523424], [2.151625491017536, 48.82980110793861], [2.1515477154219096, 48.829486444078704], [2.1515096191272516, 48.82872706749177], [2.15147977899529, 48.82812480607508], [2.1514318806187633, 48.827082181800534], [2.1514044825527168, 48.82655132608813], [2.1513792954778856, 48.82610615298414], [2.1513383761840985, 48.82574177563367], [2.1512763784438156, 48.82534393407504], [2.1512165516549655, 48.825034154804584], [2.151088878844424, 48.82446451200191], [2.150988602969527, 48.823983110464965], [2.1509331971562062, 48.823623388973495], [2.1509424988639565, 48.82327364612351], [2.151016776759453, 48.8229172252239], [2.1511215872527814, 48.8226776240392], [2.1513129936817887, 48.82221019096141], [2.151395326938582, 48.82180147464825], [2.15139211071423, 48.82133503828464], [2.151324305960222, 48.82107279469043], [2.1512100854388416, 48.82078404537615], [2.15093325704505, 48.82030138754213], [2.150618311015321, 48.8197256518013], [2.1504052244307568, 48.81931245596035], [2.150281833240837, 48.818923693484315], [2.1501803240868385, 48.8184009211374], [2.1502187695388484, 48.81781103734709], [2.150264458023492, 48.81721882581903], [2.150355521355621, 48.81618622025544], [2.1504437067990967, 48.81555099922844], [2.150567656213814, 48.81484369036625], [2.150671889732296, 48.81428473220423], [2.1508001719865124, 48.8136650244044], [2.150878957079806, 48.81307542461005], [2.150917792409754, 48.81246079177668], [2.1508823424505175, 48.81198270097784], [2.150812213829986, 48.81168712256826], [2.1505947600153874, 48.811234390112894], [2.1503744298470395, 48.81093623625634], [2.1500479171546982, 48.81063169564042], [2.149950005333312, 48.81046000162922], [2.148870005226421, 48.80989000136425], [2.148140415066979, 48.80951090211474], [2.146720004503764, 48.808710001771566], [2.1454000047446904, 48.80796000129938], [2.1415292483608206, 48.805821287907435], [2.141314839065895, 48.80571504084174], [2.141070514936232, 48.80567521029193], [2.135946316349994, 48.80531463102884], [2.1310901078094675, 48.80495274661642], [2.130745995507807, 48.80401369374743], [2.127524118045492, 48.79881144366648], [2.124270626926757, 48.79398378065549], [2.1212441074307313, 48.79486293009287]], ""type"": ""LineString""}";48.81363393535618, 2.1428166508031508
TRANSDEV;15 MobiCAPS;STIF;C15-1;Non;Standard 12 m;Bus ligne principale;Vélizy 2;Massy-Palaiseau RER;En service;"{""coordinates"": [[2.2189102499140447, 48.78527052510854], [2.218894024905251, 48.78517590104176], [2.218914807215315, 48.785150268644195], [2.219317869616093, 48.78512464141465], [2.220544926387443, 48.785047040731655], [2.2208794350392864, 48.785009783789306], [2.2212451558557595, 48.78493976128278], [2.221550175290036, 48.7848513851864], [2.221811671934309, 48.784749173232484], [2.222333372207917, 48.784573659048185], [2.222534085419017, 48.78450613240711], [2.2226424454199587, 48.784485615053825], [2.2236792848758498, 48.784289288271374], [2.223885481263485, 48.78424940441936], [2.2245104203624324, 48.78417909712912], [2.224586385778533, 48.78415603099268], [2.2246327758516884, 48.78412406915102], [2.224812103392748, 48.783841656694506], [2.225046751612526, 48.78352621467398], [2.225155089353676, 48.783380573262235], [2.2252563799312948, 48.783244405466554], [2.225425633399496, 48.783065835461066], [2.2258407253732106, 48.78253307865292], [2.226088066367599, 48.78221561822871], [2.2265714126950895, 48.78159523509255], [2.2266980041089286, 48.781435707232845], [2.2271445458223655, 48.7808745167936], [2.227812826103109, 48.780034629409656], [2.2284413116103368, 48.77924472686664], [2.228885195315007, 48.778684504863996], [2.2293122870217728, 48.778145464643046], [2.2297054832560814, 48.77764730406177], [2.2299472485105856, 48.77733591288469], [2.2300346253751115, 48.777173226616526], [2.2300871511562943, 48.77702982945575], [2.2301300052316306, 48.776850001751015], [2.2299320040100143, 48.77665779207713], [2.229835766635219, 48.776591490211366], [2.2297502827505684, 48.77655422713576], [2.229650174232574, 48.77651058898773], [2.2295800049416994, 48.77648000115647], [2.229506927628791, 48.776448030095615], [2.2294200048667894, 48.776410001077764], [2.2292990633630447, 48.776362429932554], [2.2291662957280534, 48.776283041682206], [2.2290081345879242, 48.77616779392249], [2.228837921091099, 48.77599107076628], [2.2287670354097533, 48.775864056908524], [2.2287308789564038, 48.775779059917014], [2.2286893214945374, 48.77565780553121], [2.228667587869567, 48.775511666184784], [2.228682532987274, 48.7753775452821], [2.2287600053976275, 48.7752500009483], [2.2288200048044855, 48.77485000164688], [2.2288700045886203, 48.774430000961644], [2.229100004919154, 48.772840001486756], [2.229100672438814, 48.772840042672556], [2.2292602539353163, 48.771719563698575], [2.2292200819092227, 48.7714229063597], [2.2290857717500487, 48.77062285045806], [2.229086279091149, 48.7703891806068], [2.229087060391045, 48.77002961413355], [2.229101034550559, 48.7698589056396], [2.229155822313416, 48.76968816649342], [2.2292514621066792, 48.769499481172765], [2.2293818086159107, 48.769184992696026], [2.229538059037831, 48.76884331771647], [2.229586526612647, 48.768486668612105], [2.229608338391079, 48.76803478038965], [2.2294873621476055, 48.767360564230884], [2.2292980975812644, 48.766812111275385], [2.229027491416499, 48.766137752725676], [2.227589254708689, 48.764833139427495], [2.2260008345426847, 48.76342951130282], [2.225730135603074, 48.76320456970639], [2.2251728156521673, 48.763033302304486], [2.2240191143167385, 48.76192662209993], [2.2234491445087823, 48.761719363171174], [2.2231909506733603, 48.76161126230096], [2.2228648100520645, 48.76147611598221], [2.222185950999392, 48.76093622143409], [2.221358526125021, 48.76031523831036], [2.2207478129837717, 48.75973037122005], [2.2204627272659287, 48.759496408476444], [2.219920955000123, 48.7588847005293], [2.2196227638313397, 48.75844396174896], [2.2194598673135966, 48.758308973145745], [2.2191615560847167, 48.757922188589184], [2.218786840846948, 48.75743109801247], [2.2188571545389113, 48.75752324963558], [2.218605645024118, 48.75719362406392], [2.217941115013997, 48.7563930012844], [2.2176705556558787, 48.756141062718115], [2.217249520735468, 48.75589795787078], [2.2161627214705764, 48.755384505425866], [2.2158374685455184, 48.75525833187968], [2.2157831759263122, 48.755213380931494], [2.2155523859620136, 48.75504234416814], [2.2150493295929254, 48.754978926757644], [2.215273234467359, 48.754657069450886], [2.215713949718628, 48.75406978091263], [2.2158636186172256, 48.753689999742186], [2.215696604178825, 48.75330813705295], [2.2149866153406537, 48.752656169744164], [2.2139337642998025, 48.751830596312494], [2.212523613992794, 48.75088366589099], [2.2115796045933784, 48.75048119992494], [2.2114629979519362, 48.7505292155604], [2.211290560983338, 48.75050903772298], [2.2112196708903458, 48.75043717581674], [2.2112457635413336, 48.75034966581441], [2.21140481216516, 48.75030312076149], [2.211562711480952, 48.75033272214459], [2.21337469899715, 48.74980987880352], [2.2155534009461695, 48.74915960249612], [2.217025951631607, 48.74853409150422], [2.2176910500163394, 48.74819791867974], [2.218073147536434, 48.7479148473327], [2.2195668837935303, 48.74645010550942], [2.220514062426867, 48.74567572301681], [2.221129236299618, 48.745204374512326], [2.221783276513277, 48.7447802777331], [2.222372329193225, 48.744370033515104], [2.2228307809186902, 48.74403032879447], [2.2232255270815466, 48.743618813851114], [2.223489890482983, 48.74326356429389], [2.2237346353973724, 48.74266827888831], [2.223789113815137, 48.741971561079204], [2.224013122660655, 48.741425663395425], [2.2251693428023356, 48.742313702702006], [2.225990327033739, 48.74275929276651], [2.22705447018275, 48.740879007876565], [2.227648424371401, 48.73964535565318], [2.228181130120574, 48.73865880292361], [2.2291363013161267, 48.738299438339176], [2.2298583503732265, 48.738132754602134], [2.230435368331705, 48.73804128438729], [2.230151211355249, 48.73779195178795], [2.2292626681771046, 48.73753871641671], [2.228199594659115, 48.737409999324434], [2.22741857988818, 48.7376714841271], [2.2261815844447073, 48.73762539176008], [2.2250628204099434, 48.737370631857715], [2.2242600835689963, 48.73715599275119], [2.2232239977009645, 48.73714925300281], [2.2224141825906387, 48.73741051777592], [2.221322234310211, 48.737289166829854], [2.220320896444048, 48.73688282013289], [2.2193731490975326, 48.73674335452209], [2.21839463133924, 48.736736949378084], [2.217222932546257, 48.73617715190414], [2.2184182950620004, 48.73323401455113], [2.224487648070675, 48.73297851750764], [2.2233344630961183, 48.73214283945673], [2.225213871812972, 48.732041778260054], [2.2259031175095876, 48.73214144408289], [2.2278512546608322, 48.732744261955254], [2.2288316673333037, 48.73261733242422], [2.230278132018398, 48.73211263131608], [2.231665612808393, 48.731702726032786], [2.2333958792217374, 48.73146635323636], [2.2342044304361366, 48.73128115979362], [2.234866023168481, 48.73130444292432], [2.2363892547284467, 48.73144747085812], [2.236850245619308, 48.73141234346259], [2.2371975168905145, 48.731281294167154], [2.239053396315208, 48.730322177207874], [2.2362760964580297, 48.728362496963875], [2.2348778209684337, 48.72755391641503], [2.23599976434339, 48.72758014489792], [2.236951286505485, 48.72745296380879], [2.2385922880207727, 48.72740633184276], [2.2414463116477443, 48.72705896994716], [2.242802036409926, 48.726839118916686], [2.2445641718280718, 48.726374323823904], [2.245372604774399, 48.72618905387238], [2.2462078812135196, 48.72613721841413], [2.244480852155206, 48.73014343598429], [2.243901464514001, 48.73040630567301], [2.2432373968949184, 48.73055440440039], [2.2427231725459125, 48.73068470226203], [2.242628930083235, 48.73098158156332], [2.242875206199358, 48.73136391523326], [2.243525621217694, 48.73116575638092], [2.24421389661468, 48.73083694302628], [2.2482544705772245, 48.730041431776264], [2.248740413765941, 48.73002069372872], [2.2494584530596318, 48.73012040578392], [2.2501215159515073, 48.730291162378755], [2.251486010694277, 48.730466316736454], [2.2532232742772065, 48.73098886361587], [2.2541399777731495, 48.73136108884379], [2.2546789372259375, 48.731407293241475], [2.2551562048819074, 48.73123892725994], [2.25600383403952, 48.730830127788614], [2.25704670891033, 48.73035114381733], [2.257869885139196, 48.73014208283656], [2.2582679832911854, 48.73008390977716], [2.258068286327145, 48.72988029501434], [2.25753086257518, 48.72972702335593], [2.2546796860859346, 48.729116672105384], [2.252946838214626, 48.72879169838059], [2.255807099410212, 48.725270367461604], [2.256089551583323, 48.725574303477615]], ""type"": ""LineString""}";48.744726585842116, 2.230725996597308
